Hash,Filepath,MimeType,Bsize,Size,Processed,Error,Match,Confidence
58cc4d25a488835d3387cf6c014518d19ed59cf48eebcb492d2204c0009d14ce,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\single_file\tester\2401.gz,application/x-gzip,167117,163.2 KB,True,False,"[""CUI (first 100 chars)""]",Med
0207767c647d90589a2d3b2b7feede6b02147e87a1377467fb60d47b900b1571,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\data_org\doc\1000.doc,application/msword,89600,87.5 KB,True,False,[],None
0207767c647d90589a2d3b2b7feede6b02147e87a1377467fb60d47b900b1571,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\Test_CUI_Library_Final_1\1000.doc,application/msword,89600,87.5 KB,True,False,[],None
cca1bdc1a932ef47837be237a8db5e77603e99dc6e6a2081f458398cab4250af,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\data_org\compressed\462.docx.xz,application/x-xz,22192,21.67 KB,True,False,"[""CUI"", ""CUI Designation Indicator match""]",High
cca1bdc1a932ef47837be237a8db5e77603e99dc6e6a2081f458398cab4250af,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\expansion\462.docx.xz,application/x-xz,22192,21.67 KB,True,False,"[""CUI"", ""CUI Designation Indicator match""]",High
06b39e223e0ec6764a94f030709c611b1b0b4c04b92a5501ad6e103456cd682c,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\data_org\compressed\462.docx.bz2,application/x-bzip2,22974,22.44 KB,True,False,"[""CUI Designation Indicator match"", ""CUI""]",High
06b39e223e0ec6764a94f030709c611b1b0b4c04b92a5501ad6e103456cd682c,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\expansion\462.docx.bz2,application/x-bzip2,22974,22.44 KB,True,False,"[""CUI Designation Indicator match"", ""CUI""]",High
f64d66675bbe7a8dc9d471c49e139d2c30a0e534fdcc5a87d49d30aea5b53ccb,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\data_org\compressed\462.tar,application/x-tar,26624,26.0 KB,True,False,"[""CUI"", ""CUI Designation Indicator match""]",High
f64d66675bbe7a8dc9d471c49e139d2c30a0e534fdcc5a87d49d30aea5b53ccb,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\expansion\462.tar,application/x-tar,26624,26.0 KB,True,False,"[""CUI"", ""CUI Designation Indicator match""]",High
f64d66675bbe7a8dc9d471c49e139d2c30a0e534fdcc5a87d49d30aea5b53ccb,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\all_type\462.tar,application/x-tar,26624,26.0 KB,True,False,"[""CUI"", ""CUI Designation Indicator match""]",High
f64d66675bbe7a8dc9d471c49e139d2c30a0e534fdcc5a87d49d30aea5b53ccb,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\single_file\tester\462.tar,application/x-tar,26624,26.0 KB,True,False,"[""CUI"", ""CUI Designation Indicator match""]",High
62e3c8e012e6160e5ab1f1c093f6d119084be84efbd1fc2eb95129b8c41fe5ed,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\all_type\10175.pdf,application/pdf,2366940,2.26 MB,True,False,"[""CUI Coverpage CV2 detection""]",High
62e3c8e012e6160e5ab1f1c093f6d119084be84efbd1fc2eb95129b8c41fe5ed,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\single_file\tester\10175.pdf,application/pdf,2366940,2.26 MB,True,False,"[""CUI Coverpage CV2 detection""]",High
62e3c8e012e6160e5ab1f1c093f6d119084be84efbd1fc2eb95129b8c41fe5ed,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\tp_all\10175.pdf,application/pdf,2366940,2.26 MB,True,False,"[""CUI Coverpage CV2 detection""]",High
62e3c8e012e6160e5ab1f1c093f6d119084be84efbd1fc2eb95129b8c41fe5ed,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\data_org\pdf\10175.pdf,application/pdf,2366940,2.26 MB,True,False,"[""CUI Coverpage CV2 detection""]",High
62e3c8e012e6160e5ab1f1c093f6d119084be84efbd1fc2eb95129b8c41fe5ed,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\Test_CUI_Library_Final_1\10175.pdf,application/pdf,2366940,2.26 MB,True,False,"[""CUI Coverpage CV2 detection""]",High
6e4557d13794bab35abd08f5a6fd6e5abb71f1f0b8b602fe95d88e3ddfd9fd3c,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\data_org\docx\1.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,56559,55.23 KB,True,False,[],None
6e4557d13794bab35abd08f5a6fd6e5abb71f1f0b8b602fe95d88e3ddfd9fd3c,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\Test_CUI_Library_Final_1\1.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,56559,55.23 KB,True,False,[],None
a0413d43420f5c89081853085373c5a3082a767194e8cf46cf81cf81bcad4130,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\data_org\doc\501.doc,application/msword,90112,88.0 KB,True,False,[],None
a0413d43420f5c89081853085373c5a3082a767194e8cf46cf81cf81bcad4130,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\Test_CUI_Library_Final_1\501.doc,application/msword,90112,88.0 KB,True,False,[],None
a0413d43420f5c89081853085373c5a3082a767194e8cf46cf81cf81bcad4130,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\test_lib_2\JCI Test CUI Library 2\501.doc,application/msword,90112,88.0 KB,True,False,[],None
c7a4c8cb94fc7a98a885cf60a291d5e5ae8092f59ac721b37cb57ae1e32bcb14,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\dupe_test\1.txt,text/plain,97,97.0 B,True,False,[],None
7e2ebc13b9dfcc872ee902b42c8bd732dc54388df3bc7e196856be1cbea1e4de,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\data_org\dwg\10051.dwg,image/vnd.dwg,1557537,1.49 MB,True,False,[],None
7e2ebc13b9dfcc872ee902b42c8bd732dc54388df3bc7e196856be1cbea1e4de,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\data_org\dwg\10052.dwg,image/vnd.dwg,1557537,1.49 MB,True,False,[],None
7e2ebc13b9dfcc872ee902b42c8bd732dc54388df3bc7e196856be1cbea1e4de,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\data_org\dwg\10053.dwg,image/vnd.dwg,1557537,1.49 MB,True,False,[],None
7e2ebc13b9dfcc872ee902b42c8bd732dc54388df3bc7e196856be1cbea1e4de,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\data_org\dwg\10054.dwg,image/vnd.dwg,1557537,1.49 MB,True,False,[],None
7e2ebc13b9dfcc872ee902b42c8bd732dc54388df3bc7e196856be1cbea1e4de,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\data_org\dwg\10056.dwg,image/vnd.dwg,1557537,1.49 MB,True,False,[],None
7e2ebc13b9dfcc872ee902b42c8bd732dc54388df3bc7e196856be1cbea1e4de,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\data_org\dwg\10055.dwg,image/vnd.dwg,1557537,1.49 MB,True,False,[],None
7e2ebc13b9dfcc872ee902b42c8bd732dc54388df3bc7e196856be1cbea1e4de,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\data_org\dwg\10057.dwg,image/vnd.dwg,1557537,1.49 MB,True,False,[],None
7e2ebc13b9dfcc872ee902b42c8bd732dc54388df3bc7e196856be1cbea1e4de,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\data_org\dwg\10058.dwg,image/vnd.dwg,1557537,1.49 MB,True,False,[],None
7e2ebc13b9dfcc872ee902b42c8bd732dc54388df3bc7e196856be1cbea1e4de,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\data_org\dwg\10059.dwg,image/vnd.dwg,1557537,1.49 MB,True,False,[],None
7e2ebc13b9dfcc872ee902b42c8bd732dc54388df3bc7e196856be1cbea1e4de,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\data_org\dwg\10060.dwg,image/vnd.dwg,1557537,1.49 MB,True,False,[],None
7e2ebc13b9dfcc872ee902b42c8bd732dc54388df3bc7e196856be1cbea1e4de,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\data_org\dwg\10061.dwg,image/vnd.dwg,1557537,1.49 MB,True,False,[],None
7e2ebc13b9dfcc872ee902b42c8bd732dc54388df3bc7e196856be1cbea1e4de,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\data_org\dwg\10062.dwg,image/vnd.dwg,1557537,1.49 MB,True,False,[],None
7e2ebc13b9dfcc872ee902b42c8bd732dc54388df3bc7e196856be1cbea1e4de,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\data_org\dwg\10063.dwg,image/vnd.dwg,1557537,1.49 MB,True,False,[],None
7e2ebc13b9dfcc872ee902b42c8bd732dc54388df3bc7e196856be1cbea1e4de,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\data_org\dwg\10064.dwg,image/vnd.dwg,1557537,1.49 MB,True,False,[],None
7e2ebc13b9dfcc872ee902b42c8bd732dc54388df3bc7e196856be1cbea1e4de,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\data_org\dwg\10065.dwg,image/vnd.dwg,1557537,1.49 MB,True,False,[],None
7e2ebc13b9dfcc872ee902b42c8bd732dc54388df3bc7e196856be1cbea1e4de,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\data_org\dwg\10066.dwg,image/vnd.dwg,1557537,1.49 MB,True,False,[],None
7e2ebc13b9dfcc872ee902b42c8bd732dc54388df3bc7e196856be1cbea1e4de,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\data_org\dwg\10067.dwg,image/vnd.dwg,1557537,1.49 MB,True,False,[],None
7e2ebc13b9dfcc872ee902b42c8bd732dc54388df3bc7e196856be1cbea1e4de,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\data_org\dwg\10068.dwg,image/vnd.dwg,1557537,1.49 MB,True,False,[],None
7e2ebc13b9dfcc872ee902b42c8bd732dc54388df3bc7e196856be1cbea1e4de,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\data_org\dwg\10069.dwg,image/vnd.dwg,1557537,1.49 MB,True,False,[],None
7e2ebc13b9dfcc872ee902b42c8bd732dc54388df3bc7e196856be1cbea1e4de,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\data_org\dwg\10070.dwg,image/vnd.dwg,1557537,1.49 MB,True,False,[],None
7e2ebc13b9dfcc872ee902b42c8bd732dc54388df3bc7e196856be1cbea1e4de,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\data_org\dwg\10072.dwg,image/vnd.dwg,1557537,1.49 MB,True,False,[],None
7e2ebc13b9dfcc872ee902b42c8bd732dc54388df3bc7e196856be1cbea1e4de,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\data_org\dwg\10071.dwg,image/vnd.dwg,1557537,1.49 MB,True,False,[],None
7e2ebc13b9dfcc872ee902b42c8bd732dc54388df3bc7e196856be1cbea1e4de,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\data_org\dwg\10073.dwg,image/vnd.dwg,1557537,1.49 MB,True,False,[],None
7e2ebc13b9dfcc872ee902b42c8bd732dc54388df3bc7e196856be1cbea1e4de,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\data_org\dwg\10074.dwg,image/vnd.dwg,1557537,1.49 MB,True,False,[],None
7e2ebc13b9dfcc872ee902b42c8bd732dc54388df3bc7e196856be1cbea1e4de,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\data_org\dwg\10077.dwg,image/vnd.dwg,1557537,1.49 MB,True,False,[],None
7e2ebc13b9dfcc872ee902b42c8bd732dc54388df3bc7e196856be1cbea1e4de,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\data_org\dwg\10075.dwg,image/vnd.dwg,1557537,1.49 MB,True,False,[],None
7e2ebc13b9dfcc872ee902b42c8bd732dc54388df3bc7e196856be1cbea1e4de,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\data_org\dwg\10076.dwg,image/vnd.dwg,1557537,1.49 MB,True,False,[],None
7e2ebc13b9dfcc872ee902b42c8bd732dc54388df3bc7e196856be1cbea1e4de,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\data_org\dwg\10078.dwg,image/vnd.dwg,1557537,1.49 MB,True,False,[],None
7e2ebc13b9dfcc872ee902b42c8bd732dc54388df3bc7e196856be1cbea1e4de,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\data_org\dwg\10079.dwg,image/vnd.dwg,1557537,1.49 MB,True,False,[],None
7e2ebc13b9dfcc872ee902b42c8bd732dc54388df3bc7e196856be1cbea1e4de,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\data_org\dwg\10080.dwg,image/vnd.dwg,1557537,1.49 MB,True,False,[],None
7e2ebc13b9dfcc872ee902b42c8bd732dc54388df3bc7e196856be1cbea1e4de,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\data_org\dwg\10081.dwg,image/vnd.dwg,1557537,1.49 MB,True,False,[],None
7e2ebc13b9dfcc872ee902b42c8bd732dc54388df3bc7e196856be1cbea1e4de,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\data_org\dwg\10082.dwg,image/vnd.dwg,1557537,1.49 MB,True,False,[],None
7e2ebc13b9dfcc872ee902b42c8bd732dc54388df3bc7e196856be1cbea1e4de,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\data_org\dwg\10083.dwg,image/vnd.dwg,1557537,1.49 MB,True,False,[],None
7e2ebc13b9dfcc872ee902b42c8bd732dc54388df3bc7e196856be1cbea1e4de,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\data_org\dwg\10084.dwg,image/vnd.dwg,1557537,1.49 MB,True,False,[],None
7e2ebc13b9dfcc872ee902b42c8bd732dc54388df3bc7e196856be1cbea1e4de,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\data_org\dwg\10085.dwg,image/vnd.dwg,1557537,1.49 MB,True,False,[],None
7e2ebc13b9dfcc872ee902b42c8bd732dc54388df3bc7e196856be1cbea1e4de,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\data_org\dwg\10086.dwg,image/vnd.dwg,1557537,1.49 MB,True,False,[],None
7e2ebc13b9dfcc872ee902b42c8bd732dc54388df3bc7e196856be1cbea1e4de,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\data_org\dwg\10088.dwg,image/vnd.dwg,1557537,1.49 MB,True,False,[],None
7e2ebc13b9dfcc872ee902b42c8bd732dc54388df3bc7e196856be1cbea1e4de,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\data_org\dwg\10089.dwg,image/vnd.dwg,1557537,1.49 MB,True,False,[],None
7e2ebc13b9dfcc872ee902b42c8bd732dc54388df3bc7e196856be1cbea1e4de,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\data_org\dwg\10090.dwg,image/vnd.dwg,1557537,1.49 MB,True,False,[],None
7e2ebc13b9dfcc872ee902b42c8bd732dc54388df3bc7e196856be1cbea1e4de,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\data_org\dwg\10091.dwg,image/vnd.dwg,1557537,1.49 MB,True,False,[],None
7e2ebc13b9dfcc872ee902b42c8bd732dc54388df3bc7e196856be1cbea1e4de,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\data_org\dwg\10092.dwg,image/vnd.dwg,1557537,1.49 MB,True,False,[],None
7e2ebc13b9dfcc872ee902b42c8bd732dc54388df3bc7e196856be1cbea1e4de,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\data_org\dwg\10093.dwg,image/vnd.dwg,1557537,1.49 MB,True,False,[],None
7e2ebc13b9dfcc872ee902b42c8bd732dc54388df3bc7e196856be1cbea1e4de,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\data_org\dwg\10094.dwg,image/vnd.dwg,1557537,1.49 MB,True,False,[],None
7e2ebc13b9dfcc872ee902b42c8bd732dc54388df3bc7e196856be1cbea1e4de,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\data_org\dwg\10095.dwg,image/vnd.dwg,1557537,1.49 MB,True,False,[],None
7e2ebc13b9dfcc872ee902b42c8bd732dc54388df3bc7e196856be1cbea1e4de,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\data_org\dwg\10096.dwg,image/vnd.dwg,1557537,1.49 MB,True,False,[],None
7e2ebc13b9dfcc872ee902b42c8bd732dc54388df3bc7e196856be1cbea1e4de,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\data_org\dwg\10097.dwg,image/vnd.dwg,1557537,1.49 MB,True,False,[],None
7e2ebc13b9dfcc872ee902b42c8bd732dc54388df3bc7e196856be1cbea1e4de,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\data_org\dwg\10098.dwg,image/vnd.dwg,1557537,1.49 MB,True,False,[],None
7e2ebc13b9dfcc872ee902b42c8bd732dc54388df3bc7e196856be1cbea1e4de,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\data_org\dwg\10099.dwg,image/vnd.dwg,1557537,1.49 MB,True,False,[],None
7e2ebc13b9dfcc872ee902b42c8bd732dc54388df3bc7e196856be1cbea1e4de,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\data_org\dwg\10100.dwg,image/vnd.dwg,1557537,1.49 MB,True,False,[],None
7e2ebc13b9dfcc872ee902b42c8bd732dc54388df3bc7e196856be1cbea1e4de,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\Test_CUI_Library_Final_1\10051.dwg,image/vnd.dwg,1557537,1.49 MB,True,False,[],None
7e2ebc13b9dfcc872ee902b42c8bd732dc54388df3bc7e196856be1cbea1e4de,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\Test_CUI_Library_Final_1\10052.dwg,image/vnd.dwg,1557537,1.49 MB,True,False,[],None
7e2ebc13b9dfcc872ee902b42c8bd732dc54388df3bc7e196856be1cbea1e4de,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\Test_CUI_Library_Final_1\10053.dwg,image/vnd.dwg,1557537,1.49 MB,True,False,[],None
7e2ebc13b9dfcc872ee902b42c8bd732dc54388df3bc7e196856be1cbea1e4de,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\Test_CUI_Library_Final_1\10054.dwg,image/vnd.dwg,1557537,1.49 MB,True,False,[],None
7e2ebc13b9dfcc872ee902b42c8bd732dc54388df3bc7e196856be1cbea1e4de,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\Test_CUI_Library_Final_1\10055.dwg,image/vnd.dwg,1557537,1.49 MB,True,False,[],None
7e2ebc13b9dfcc872ee902b42c8bd732dc54388df3bc7e196856be1cbea1e4de,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\Test_CUI_Library_Final_1\10056.dwg,image/vnd.dwg,1557537,1.49 MB,True,False,[],None
7e2ebc13b9dfcc872ee902b42c8bd732dc54388df3bc7e196856be1cbea1e4de,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\Test_CUI_Library_Final_1\10058.dwg,image/vnd.dwg,1557537,1.49 MB,True,False,[],None
7e2ebc13b9dfcc872ee902b42c8bd732dc54388df3bc7e196856be1cbea1e4de,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\Test_CUI_Library_Final_1\10059.dwg,image/vnd.dwg,1557537,1.49 MB,True,False,[],None
7e2ebc13b9dfcc872ee902b42c8bd732dc54388df3bc7e196856be1cbea1e4de,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\Test_CUI_Library_Final_1\10057.dwg,image/vnd.dwg,1557537,1.49 MB,True,False,[],None
7e2ebc13b9dfcc872ee902b42c8bd732dc54388df3bc7e196856be1cbea1e4de,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\Test_CUI_Library_Final_1\10060.dwg,image/vnd.dwg,1557537,1.49 MB,True,False,[],None
7e2ebc13b9dfcc872ee902b42c8bd732dc54388df3bc7e196856be1cbea1e4de,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\Test_CUI_Library_Final_1\10061.dwg,image/vnd.dwg,1557537,1.49 MB,True,False,[],None
7e2ebc13b9dfcc872ee902b42c8bd732dc54388df3bc7e196856be1cbea1e4de,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\Test_CUI_Library_Final_1\10062.dwg,image/vnd.dwg,1557537,1.49 MB,True,False,[],None
7e2ebc13b9dfcc872ee902b42c8bd732dc54388df3bc7e196856be1cbea1e4de,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\Test_CUI_Library_Final_1\10067.dwg,image/vnd.dwg,1557537,1.49 MB,True,False,[],None
7e2ebc13b9dfcc872ee902b42c8bd732dc54388df3bc7e196856be1cbea1e4de,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\Test_CUI_Library_Final_1\10068.dwg,image/vnd.dwg,1557537,1.49 MB,True,False,[],None
7e2ebc13b9dfcc872ee902b42c8bd732dc54388df3bc7e196856be1cbea1e4de,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\Test_CUI_Library_Final_1\10064.dwg,image/vnd.dwg,1557537,1.49 MB,True,False,[],None
7e2ebc13b9dfcc872ee902b42c8bd732dc54388df3bc7e196856be1cbea1e4de,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\Test_CUI_Library_Final_1\10065.dwg,image/vnd.dwg,1557537,1.49 MB,True,False,[],None
7e2ebc13b9dfcc872ee902b42c8bd732dc54388df3bc7e196856be1cbea1e4de,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\Test_CUI_Library_Final_1\10066.dwg,image/vnd.dwg,1557537,1.49 MB,True,False,[],None
7e2ebc13b9dfcc872ee902b42c8bd732dc54388df3bc7e196856be1cbea1e4de,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\Test_CUI_Library_Final_1\10063.dwg,image/vnd.dwg,1557537,1.49 MB,True,False,[],None
7e2ebc13b9dfcc872ee902b42c8bd732dc54388df3bc7e196856be1cbea1e4de,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\Test_CUI_Library_Final_1\10069.dwg,image/vnd.dwg,1557537,1.49 MB,True,False,[],None
7e2ebc13b9dfcc872ee902b42c8bd732dc54388df3bc7e196856be1cbea1e4de,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\Test_CUI_Library_Final_1\10070.dwg,image/vnd.dwg,1557537,1.49 MB,True,False,[],None
7e2ebc13b9dfcc872ee902b42c8bd732dc54388df3bc7e196856be1cbea1e4de,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\Test_CUI_Library_Final_1\10071.dwg,image/vnd.dwg,1557537,1.49 MB,True,False,[],None
7e2ebc13b9dfcc872ee902b42c8bd732dc54388df3bc7e196856be1cbea1e4de,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\Test_CUI_Library_Final_1\10072.dwg,image/vnd.dwg,1557537,1.49 MB,True,False,[],None
7e2ebc13b9dfcc872ee902b42c8bd732dc54388df3bc7e196856be1cbea1e4de,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\Test_CUI_Library_Final_1\10073.dwg,image/vnd.dwg,1557537,1.49 MB,True,False,[],None
7e2ebc13b9dfcc872ee902b42c8bd732dc54388df3bc7e196856be1cbea1e4de,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\Test_CUI_Library_Final_1\10078.dwg,image/vnd.dwg,1557537,1.49 MB,True,False,[],None
7e2ebc13b9dfcc872ee902b42c8bd732dc54388df3bc7e196856be1cbea1e4de,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\Test_CUI_Library_Final_1\10074.dwg,image/vnd.dwg,1557537,1.49 MB,True,False,[],None
7e2ebc13b9dfcc872ee902b42c8bd732dc54388df3bc7e196856be1cbea1e4de,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\Test_CUI_Library_Final_1\10075.dwg,image/vnd.dwg,1557537,1.49 MB,True,False,[],None
7e2ebc13b9dfcc872ee902b42c8bd732dc54388df3bc7e196856be1cbea1e4de,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\Test_CUI_Library_Final_1\10076.dwg,image/vnd.dwg,1557537,1.49 MB,True,False,[],None
7e2ebc13b9dfcc872ee902b42c8bd732dc54388df3bc7e196856be1cbea1e4de,C:\Users\Nate\Documents\Convergent\spillage\lib_test_data\Test_CUI_Library_Final_1\10081.dwg,image/vnd.dwg,1557537,1.49 MB,True,False,[],None
